"id","title","authors","venue","year"
"5fCkUaG8A-gJ","Fast subsequence matching in time-series","C Faloutsos, M Fanganathan, Y Monolopoulos","Proceedings 1994 ACM SIGMOD Conference,",
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1017755%26type%3Dpdf","Smart Furniture: A Platform for Context-Aware Embedded Ubiquitous Applications","H Tokuda","Proceedings of the fourth ACM international conference on  &hellip;,",2004
"p7UEIXilQwwJ","Fast, Long-lived Renaming","M Moir, JH Anderson","LECTURE NOTES IN COMPUTER SCIENCE,",1994
"3eP-8UwgBZIJ","Computational methods in number theory, Mathematical Centre Tracts 154/155, Mathematisch Centrum,  ","HW Lenstra Jr, R Tijdeman",,
"uLtmZSoOf4gJ","Nonlinear programming: A historical note","HW Kuhn","History of Mathematical Programming (JK Lenstra et al., eds. &hellip;,",1991
"url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354543%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222","Analyzing blood cell image to distinguish its abnormalities (poster session)","KS Kim, PK Kim, JJ Song, YC Park","Proceedings of the eighth ACM international conference on  &hellip;,",2000
"cXCXCB-8Z0gJ","Fast evolutionary strategies","X Yao, Y Liu","PJ Angeline, e d. Proceedings of the Sixth Annual Conference &hellip;,",1997
"sJ-WnDZ6PxoJ","A Tutorial Introduction to the Electronic Design Interchange Format","JP Eurich",,
"VdQ3tmDyIKEJ","On the Constitution of Atoms and Molecules (pt 1)","N Bohr","Phil. Mag,",
"b1gS8kz09xcJ","Hilbert R-tree: an improved R-tree using hactals","I Kamel, C Faloutsos","Proceedings of the 20th VLDB Conference,",
"AWCS6GDRjhsJ","An extendible hashing structure for image similarity searches","S Lin",,
"flaguScUIo8J","Read-only transactions in a distributed database","H Garcia-Molina, G Wiederhold","ACM Transactions on Database Systems,",1982
"8l5_eKZcCh8J","The n-Tier Hub Technology","RA Sommer, TR Gulledge, D Bailey","SIGMOD Record,",2002
"RzxYgka_RC4J","Object-Oriented and Conventional Analysis and Design Methodologies","RG Fichman, CF Kemerer",,
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3DA8622969AH","The Colorado wind-profiling network- A summary of performance","RG STRAUCH, KB EARNSHAW, DA MERRITT, KP MORAN, K  ","Conference on Radar Meteorology, 22 nd, Zurich, Switzerland,",1984
"CQ8VyQNAH3UJ","Children's Literature.","AF Gallagherâ?¦","Social Studies and the Young Learner,",1993
"xLV2cdIuYQ8J","Common expression analysis in database applications","S Finkelstein","Proceedings of the 1982 ACM SIGMOD international conference  &hellip;,",1982
"sbptAqgBfJcJ","Id Nouveau: Quick reference guide","R Nikhil","Technical report, MIT Laboratory for Computer Science, Cambridge",
"terxLUujmBoJ","Concurrency control in database systems","B Bhargava",,
"tmAhmR2FBvcJ","Double Dissociation Between Implicit and Explicit Personality Self-Concept: The Case of Shy Behavior","JB Asendorpf, R Banse, D Mucke","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2002
"acMqoDGeGp0J","Utility-based termination of anytime agents","T Sandholm, V Lesser","CS Technical Report 9454, Univ. of Massachusetts,",
"381caLJ3B34J","Adding database management to Ada","PAV Hall","ACM SIGMOD Record,",1983
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1099672%26type%3Dpdf","ViPER: Augmenting Automatic Information Extraction with Visual Perceptions","K Simon, G Lausen","Proceedings of the 14th ACM international conference on  &hellip;,",2005
"url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1027594%26type%3Dpdf","A New Method to Segment Playfield and Its Applications in Match Analysis in Sports Video","S Jiang, Q Ye, W Gao, T Huang","Proceedings of the 12th annual ACM international conference  &hellip;,",2004
"JlS5P7ZUhp0J","l, J. Gerlach, and T. Kropf. An Efficient Algorithm for Real-Time Model Checking","J Fro","Proc. EDAA/ACM/IEEE",
"1a-k91qpCGgJ","ONE-IP: Techniques for Hosting a Service on a Cluster of Machines","OP Damani, PE Chung, Y Huang, CMR Kintala, YM Wang","WWW6 / Computer Networks,",1997
"kNnIekshkd0J","Homoplasy: Academic Press","MJ Sanderson, L Hufford","San Diego, Calif,",
"qvFtP35o6gAJ","Improving the TCPA specification","B Arbaugh",,
"ybZIVXfsgd8J","others. 1995. Ecological effects of stocked trout in naturally fishless high mountain lakes, North  ","WJ Liss","Pacific Northwest Region, Seattle,",
"snFTnJwYDwEJ","Secure Online 3D Human Body Database","A Ruto, B Buxton, I Mirkin, C Goonatilake","Procs of Scanning,",
"io7hIzOO6kAJ","Necessary and sufficient conditions to linearize doubly recursive programs in logic databases","W Zhang, CT Yu, D Troy","ACM Transactions on Database Systems,",1990
"CT4k09Akk8UJ","Gillies; JA; MoosmÃ¼ller, H.; Rogers, CF; DuBois, DW; Derby, J","JG Watson, JC Chow","Effectiveness Demonstration of Fugitive Dust Control Methods",
"8QL1zOGtTPQJ","Sources of solutes in precipitation and surface runoff of mixed-conifer and alpine catchments in the ","MR Williams",,1997
"CehzPbrqQGwJ","D vanWilligen, AWS Helwig, Vincent. Loran-C&amp;Galileo, An European navigation solution","O GWA","Proc of the 29th Annual Technical Symposium of the  &hellip;,",
"HbyP8kT8KRoJ","266-275, V.(1997).â??Don't Scrap It, Wrap It! A Wrapper Architecture for Legacy Data Sources.â??","M Tork Roth, PM Schwarz","Proceedings of the 23rd International Conference on Very ",
"zaHFUt4bKmkJ","Transforming THE Information Super Highway INTO A Private Toll Road (October, 1999), at 3","M Cooper",,
"1U-FXQiz6lEJ","Generating machine specific optimizing compilers","R Hoover, K Zadeck","Proceedings of the 23rd ACM SIGPLAN-SIGACT symposium on  &hellip;,",1996
"nPjQ74tquRYJ","Physiology and biochemistry of seeds in relation to germination. Vol. 2, Viability, dormancy, and  ","JD Bewley, M Black",,1982
"Nn0LzB8rUPEJ","Practical Predicate Placement","JM Hellerstein",,
"SoYddsSyKfoJ","V-BLAST: An architecture for realizing very high data rates over the rich-scattering wireless  ","PW Wolniansky, GJ Foschini, GD Golden, RA  ",,
"vq2RyMYkvXIJ","EXPERIMENTS ON PRODUCTION OF INTENSE PROTON BEAMS BY CHARGE EXCHANGE INJECTION METHOD.","GI Budker, GI Dimov, VG Dudnikov","At. Energ,",1967
"twBCessT_7sJ","Volunteering Computing, a preliminary concept and project proposal","LFG Sarmenta",,1996
"e_X6PuUGDyAJ","Before They Called It Psychopharmacology","HE Lehmann","NEUROPSYCHOPHARMACOLOGY-SAN DIEGO-,",1993
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D20021212029380MT%26recid%3DA7340050AH","Use of MLS elevation data for flare-out guidance(Microwave landing system elevation data or  ","LL SANDERS","National Aerospace Meeting, Washington, D. C, Proceedings,",1973
"6VAQeD6muakJ","IPSOFACTO: A Visual Correlation Tool for Aggregate Network Traffic Data","F Korn, S Muthukrishnan, Y Zhu","SIGMOD Conference,",2003
"uy8MOTvPkOsJ","Eager aggregation and lazy aggregation","PY Weipeng, L Per-Ake","Proceedings of the 21st International Conference on Very  &hellip;,",
"CEOGWcjykS8J","Variation of gait pattern in adult hemiplegia","M COLASO, J JOSHI","Neurology India (Bombay),",1971
"5o3UBa2VIzwJ","Low Thrust Ion Propulsion: Development Activity at Profiel Tecnologie","GF Cirri, G Matticari, G Noci, G Perrotta, MF Ross ","Proceedings of the 23rd International Electric Propulsion  &hellip;,",
"url:http://portal.acm.org/citation.cfm%3Fid%3D354384.354541%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3DSERIES316%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222","Touring into the picture using hand shape recognition (poster session)","EM Ji, HS Yoon, YJ Bae","Proceedings of the eighth ACM international conference on  &hellip;,",2000
"kVyCxLcnO1cJ","What should be optimized in a decision tree","N Berkman, T Sandholm","Technical report, University of Massachusetts at Amherst,",
"mAUD5IjmXtkJ","Personal communication","B Goyette",,1999
"A7WoAzxOJ9YJ","Hilbert R-tree: An Improved R-tree using Fractals","I Kamel, C Faloutsos",,
"CSxE3rG0j9IJ","Program Micro-and Macrotheory: A Guide for Social Change","WR Shadish","New Directions for Program Evaluation. Jossey-Bass Inc, San  &hellip;,",
"_KhRTON1GyMJ","Dynamic pricing by software agents","JO Kephart, JE Hanson, AR Greenwald","Computer Networks,",2000
"uXF537HIZ0QJ","Distributed-Memory Model Checking with SPIN","F Lerda, R Sisto","LECTURE NOTES IN COMPUTER SCIENCE,",1999
"9wZiB7weazcJ","The alpha adrenoceptors on endothelial cells","JA Angus, TM Cocks, K Satoh","Fed Proc,",1986
"YbMB2pvYUtgJ","Im. ode strikes the right cord","H Curtis","Electronic News,",
"cadXUTZHtTQJ","Semantics-based concurrency control: beyond commutativity","BR Badrinath, K Ramamritham","ACM Transactions on Database Systems,",1992
"yheuousc5G0J","Lineage Tracing in a Data Warehousing System","Y Cui, J Widom",,
"0VjT7172hiIJ","Using Cooperative Learning with Students Who Have Attention Deficit Hyperactivity Disorder. Pull-out ","HE Taylor, S Larson","Social Studies and the Young Learner,",1998
"XOU3T0LQFdcJ","Set-Oriented Mining of Association Rules. Research Report RJ 9567","M Houtsma, A Swami",,1993
"url:http://doi.wiley.com/10.1002/tl.155","Dynamics of gender, ethnicity, and race in understanding classroom incivility","M Alexander-Snow","New Directions for Teaching and Learning,",2004
"veT1ro-6xoUJ","Products of modal logics, 1997","D Gabbay, V Shehtman",,
"Td7GubFt3cQJ","Timing Trigger and Control distribution for LHC detectors.","BG Taylor","Procs 1st Workshop on Electronics for LHC Experiments, CERN/",
"Yk4p2NDktz0J","LH*: Linear hashing for distributed les","W Litwin, MA Neimat, D Schneider","&hellip;  SIGMOD International Conference on Management of Data, May,",
"kJHPQ3lcGb0J","Assessing Empirical Approaches for Analyzing Taxes and Labor Supply","T MaCurdy, D Green, H Paarschâ?¦","The Journal of Human Resources,",1990
"VqTL9bzyQscJ","A complete mechanization of!-order type theory.&quot;","T Pietrzykowski, DC Jensen","Proceedings of ACM Annual Conference",1972
"FNZSP9LMtt4J","A case of Nocardia epidural abscess","AL Harvey, J Myslinski, L Ortiz","JOURNAL OF EMERGENCY MEDICINE,",1998
"kBEEnNi53YUJ","Analysis-by-synthesis multimode harmonic speech coding at low bit rate","C Li",,2000
"XRq-OLdjzccJ","Ca 2-Regulated Photoproteins: Structural Insight into the Bioluminescence Mechanism","ES Vysotski, J Lee","Acc. Chem. Res,",2004
"NgoCn-0pJqUJ","The Internet: A Learning Environment","R McGreal","New Directions for Teaching and Learning,",1997
"aPu0IggUnDAJ","Efficient Multicarrier Realization of Full-Rate Space-Time Orthogonal Block Coded Systems","B Farhang-Boroujeny, C Schlegel","Submitted for",
"LHB5vacxZxUJ","Influence of sulphate groups in the binding of peanut agglutinin. Histochemical demonstration with  ","JA Martinez-Menarguez, J Ballesta, M Aviles, JF  ","The Histochemical Journal,",1992
"vXBhDUFQuWYJ","Satisfying Accountability Needs with Nontraditional Methods.","S Vernon","New Directions for Adult and Continuing Education,",1993
"EacFpK6X16kJ","Cost Minimization Allocation (CMA) Algorithm","I Chong","Technical Report, Univ. of Massachusetts,",
"29xzHOD5g8cJ","Dynamic Queries: Database Searching by Direct Manipulation","B Shneiderman, C Williamson, C Ahlberg",,
"-W8b9O8vvxUJ","Fast recognition of lines in digital images without user-supplied parameters","A Busch","Proceedings of",
"fF0AKFW7Q0wJ","Two-dimensional transesophageal echocardiography in early diagnosis and treatment of hemodynamic  ","H Steltzer, G Blazek, A Gabriel, K Leitner, N  ","Transplant Proc,",1991
"sT381f-y5nsJ","Numerical Document Queries","H Seidl, T Schwentick, A Muscholl",,
"jOpSoGOrQnoJ","Preparation for the Role of Teacher as Part of Induction into Faculty Life and Work","S Johnston","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1997
"DsXFhD9ejKAJ","Generating a Three-Dimensional Campus Model","T Drury",,
"o94RuzBd9twJ","Surveillance of the flow of Salmonella and Campylobacter in a community","NV Harris","Seattle, Washington, US: Communicable Disease Control  &hellip;,",
"6YNkvhnxOuAJ","Data Compression for Bitmap Indexes","Y Chen",,
"MAFbMtHcgrAJ","Loading Data in Description Reasoners. ACM SIGMOD Intern","A Borgida, RJ Brachman","Conference on Management of Data (Washington, DC, USA, 1993)",
"j4eMrUByISIJ","Meta-tag that page","P Kruger","Electronic Library,",
"wVXxtf9ByQMJ","Influence of genetic polymorphism on the cadmium induction of cytochrome P450 2A6","S Satarug, K Kiyotani, M Fujieda, H Yamazaki, P  ",,
"BKoAXoJuppQJ","An accurate and efficient gate level delay calculator for MOS circuits","FC Chang, CF Chen, P Subramaniam","Design Automation Conference, 1988. Proceedings., 25th ACM/ &hellip;,",1988
"FQfrKKspbAIJ","A role for B lymphocyte stimulator (BLyS) in SjÃ¶grenâ??s syndrome","X Mariette, S Roux, JE Gottenberg, F Desmoulins, J ",,
"1nxoCdwHMRsJ","Observations on the biology and control of the pine processionary caterpillar (Thaumetopoea  ","DS Kailidis","Athens, Greece,",
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D8606720238MD","Powder Metallurgy Alloys","P Ramakrishnan","Bombay, India, 11 Oct. 1980,",1980
"lWvs05_LcmUJ","Sustainable community indicators: Guideposts for local planning. Community Environmental Council","J Zachary","Inc., Santa Barbara, California,",
"8g5MKy4ZkfwJ","A generalized model for a relational temporal database","SK Gadia, CS Yeung","Proceedings of the 1988 ACM SIGMOD international conference  &hellip;,",1988
"Ep4gXpTRFUcJ","History of the development of medical information systems at the Laboratory of Computer Science at  ","GO Barnett","Proceedings of ACM conference on History of medical  &hellip;,",1987
"_5iSfQxn0GUJ","Histochemistry of nucleotidyl cyclases and cyclic nucleotide phosphodiesterases","G Poeggel, H Luppa","The Histochemical Journal,",1988
"sqZB6iIQVzwJ","Differential vector quantization of achromatic imagery","RL Baker, RM Gray","Proc. Int. Picture Coding Symp,",
"Oy6h0WFBZ3kJ","Mitochondrial disease and retinal pigmentary degeneration","FW Newell","Proceedings of the 23rd International Congress of  &hellip;,",
"_SWzuVA-BfgJ","Interoperability of peer-to-peer file sharing protocols","SM Lui, SH Kwok",,
"Rbp3B6Jt6M4J","Some in-situ measurements of the radiated emission in a door network","JP ROUZAUD, F ISSA","&hellip;  Symposium on Powerline Communications, Athens, Greece,",
"8pgeaJRtmw4J","Law, theory, and geography","N Blomley, G Clark","Urban Geography,",
"url:http://www.ingentaconnect.com/content/els/09505849/1999/00000041/00000013/art00045","Semantics of recursive relationships in entity-relationship model","HK Lee","Information and Software Technology,",1999
"3Uk8hebrIzUJ","Campus-based academies, institutes, and seminar or workshop series","PH Lewis, LM Fino, JY Hungar, WH Wallace, RF Welch","New Directions for Higher Education,",1994
"mUnigwfHKSwJ","SIL: Modeling and Measuring Scalable Peer-to-Peer Search Networks","BF Cooper, H Garcia-Molina","LECTURE NOTES IN COMPUTER SCIENCE,",2004
"3CvYY0iN8dcJ","Physically modelling the acoustics of a room using a digital waveguide mesh","DT Murphy, DM Howard","Proceedings of the 25 thEuromicro",
"MqQNwFiRyc0J","The silent crisis: the state of rain forest nature preserves","CP van Schaik, J Terborgh, B Dugelby","See Kramer,",
"mqiP6o4Ar4sJ","Enkephalin-and serotonin-like immunoreactivity in the aortico-pulmonary paraganglia of the white- ","H Gobbi, AJA Barbosa, JC Nogueira, JM Polak, VPA  ","The Histochemical Journal,",1992
"url:http://doi.wiley.com/10.1002/bit.260140201","Biotech no IogydB io en g in ee ri ng","AE HUMPHREY, HR BUNGAY, FJS SCHULTZ, RP CANALE, AF ","MD,",1972
"8YF1CbLHmUEJ","Quantitative histochemical determination of succinic dehydrogenase activity in skeletal muscle  ","CE Blanco, GC Sieck, VR Edgerton","The Histochemical Journal,",1988
"FIEB8Mx6gkEJ","Declaration on Religious Liberty Dignitatis humanae, n. 3. 4 Ibid. 9 Ibid. n. 65","II Vatican Council",,
"qS4jhfgPbm8J","Bringing Object-Relational Technology to Mainstream","V Krishnamurthy, S Banerjee, A Nori","SIGMOD Conference,",1999
"Nxad-c-f09gJ","Positive and Negative Global Self-Esteem: A Substantively Meaningful Distinction or Artifactors?","HW Marsh","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1996
"NY7jFX7cM3sJ","Towards a framework for numeracy assessment","R Callingham, P Griffin","Proceedings of the 23rd annual conference of the Mathematics &hellip;,",
"Af3VWGy3cSMJ","Carnegie Mellon University","R Cyert","New Directions for Higher Education,",1988
"xaZK15ALVoIJ","Ambient Technologyâ??Now You See It, Now You Don't","R Payne, B Macdonald","BT Technology Journal,",2004
"Qe0AUMK0JesJ","Consistency Within Diversity: Guidelines for Programs to Honor Exemplary Teaching","MD Svinicki, RJ Menges","NEW DIRECTIONS FOR TEACHING AND LEARNING,",1996
"U1Fs1izI1gwJ","Companies Power Up Networking","G Lee","IEEE",
"qfuh1wl8cuIJ","â??Equations with two distinct masses","HJ Bhabha","Phil. Mag,",
"rmqk7ftu_lYJ","Quantum Complexity of Numerical Problems","S Heinrich","submitted for",
"PCh6Xo6vzVMJ","Improved condition for the optimality of decentralised control for large-scale systems","TC Yang, N Munro",,
"lIxiPxfcA6IJ","Preliminary Experience with Process Modeling in the Marvel Software Development Environment Kernel","GE Kaiser",,
"GD1xF8QeCugJ","Efficient code distribution in wireless sensor networks","N Reijers, K Langendoen","Proceedings of the 2nd ACM international conference on  &hellip;,",2003
"_bdp5T8SSuoJ","Efficiently publishing relational data as XML documents","J Shanmungasundaram, E Shekita, R Barr, M Carey, B ","&hellip; . of the Int. Conf. on Very Large Data Bases (VLDB), Cairo,  &hellip;,",
"qilzD_RtvP4J","Concept Based Query Expansion","QYF HP","Proc ACM SIGIR,",
"HNPd3p47SY0J","Defining Job Concentrations: The Los Angeles Case","RL Forstall, RP Greene","URBAN GEOGRAPHY,",1997
"h6VLERB3VTUJ","Phase transitions in foods Academic Press Inc","YH Roos","San Diego, California,",
"dclqKFFObGIJ","Defining Knowledge Management: Four Basic Functions","C Frappaolo","Computerworld,",
"xuoJNqOArTsJ","Distance browsing in spatial databases","GR Hjaltason, H Samet","ACM Transactions on Database Systems,",1999
"yzAP-H-OuMMJ","Shape-based pedestrian detection and localization","M Bertozzi, A Broggi",,
"EhefKg-BWzAJ","The jumpers are referenced as Left, Right, and Open (see â??Jumper Settingsâ??). The jumpers and  ","J Setup",,
"N_e95C7SIuYJ","The quasi-cylindrical shock tube","W Chester",,1954
"Vo8xG3ckRj8J","Adaptive, application-specific garbage collection","S Soman, C Krintz, D Bacon",,
"ohrUCtSjo4EJ","Independent Components Analysis and Computational Harmonic Analysis","DL Donoho",,1998
"GCVMmOSZn0AJ","Pat Selinger Speaks Out","P Selinger, M Winslett","SIGMOD Record,",
"BNnrEe6MZD4J","Indexing and retrieval of video based on spatial relation sequences","S DaÄ?taÅ?, A Ghafoor","Proceedings of the seventh ACM international conference on  &hellip;,",1999
"18FFG2HC51oJ","Business-to-business interactions: issues and enabling technologies; VLDB Volume 12 Number 1; 2003;  ","B Medjahed, B Benatallah, A Bouguettaya, AHH Ngu,  ",,
"T-tp8YGFOgYJ","The Hyperaccessibility of Suppressed Thoughts","DM Wegner, R Erber","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1992
"3VQahPx_jMoJ","Two-Phase Deadlock Detection Algorithm In Distributed Databases","S Kawazu, S Minami, K Itoh, K Teranaka","Very Large Data Bases, 1979. Fifth International Conference  &hellip;,",1979
"Ly790RRZLQgJ","PC-Hypertext","A Poor","PC Magazine,",
"9X3-wBFUw_EJ","Generative video: A meta video representation","RS Jasinschi","submitted to publication,",
"SgwwPLUg7ZIJ","Reading street names from maps-Technical challenges","G Nagy, A Samal, S Seth, T Fisher, E Guthmann, K  ","Procs. GIS/LIS Conference, Cincinnati, OH,",
"Vkvkeo5gqq4J","The cortex of the rat: a stereotaxic atlas","KJ Zilles",,1985
"56e8hEtm6NcJ","The utilisation of un-cultivated rural land in southern Norway during the last 2000/2500 yearsâ?? ","D Moe","Proceedings, Ve Congrs International de la Socit dâ?? &hellip;,",
"co8xbFgwv9EJ","Output feedback variable structure controllers and state estimators for uncertain/nonlinear dynamic  ","SH Zak",,
"H4wTSaroRRIJ","Population bottlenecks and nonequilibrium models in population genetics","T Maruyama, PA Fuerst","I. Allele,",
"eMPD6OVmMREJ","The energy method, stability, and nonlinear convection","B Straughan",,1992
"Cw5kQP0ekNwJ","A Dual WM/FP System","D Kirovskiâ?¦","Technical Report No. MSR-TR-2001-57, Microsoft Research,",
"XeK-exduCywJ","A new efficient algorithm for computing Grobner basis","JC Faugere","Proceedings of MEGA,",1998
"33sc_DbtMtYJ","DATA INTEGRATION IN DATA WAREHOUSING","D Calvanese, G de Giacomo, M Lenzerini, D Nardi, R ","INTERNATIONAL JOURNAL OF COOPERATIVE INFORMATION SYSTEMS,",2001
"U1bHeyK5XhcJ","Differential analysis on manifolds with corners","RB Melrose",,
"0t1fQcsyv-kJ","CASE tool construction for a parallel software development methodology","JP Gray","Information and Software Technology,",1997
"vujv9jQLzqsJ","Decongestants and antihistamines for acute otitis media in children","CA Flynn, G Griffin, F Tudiver","Cochrane Database Syst Rev,",2001
"ZE-qKY1WtEsJ","Models of light reflection for computer synthesized pictures","JF Blinn","ACM SIGGRAPH Computer Graphics,",1977
"7apDNJCU3zEJ","On Deviations from Parabolic Growth Kinetics in High Temperature Oxidation","G Borchardt, G Strehl",,
"cYi9a5rr5p8J","Power in Top Management Teams: Dimensions, Measurement, and Validation","S Finkelstein","The Academy of Management Journal,",1992
"CaOblmTt-4UJ","Application of HLA based solutions for modeling and control of chemical plants","A Bouguezouli, S Strassburger","&hellip; . 12. Symp. Simulationstechnik ASIM98, Zurich, Switzerland,",
"9p_jhDoerZUJ","The Iliad: the Trojan war","M Stephanides, G Stephanides",,1991
"vFi5aqi5qyYJ","A study of transitive closure as a recursive mechanism","HV Jagadish, R Agrawal, L Ness","Proceedings of ACM-SIGMOD 1987 Annual Conference on ",
"gcreiWuRyyIJ","Calcineurin and the Biological Effect of Cyclosporine and Tacrolimus","PF Halloran, L Kung, J Noujaim","TRANSPLANTATION PROCEEDINGS,",1998
"url:http://doi.wiley.com/10.1002/ace.130","Transformative Learning and the Urban Context","PL Kappel, BJ Daley","NEW DIRECTIONS FOR ADULT AND CONTINUING EDUCATION,",2004
"5Qg68XUbNdUJ","gB Dom. Focused Crawling: A new Approach to Topic-Specific Web Resource Discovery [J]","S Chakrabarti, M van den Ber","Computer Networks,",
"eezTsAEe-WEJ","C., COCKROFT, AL, and ANGUS, J., 1949","SC Curran, AL Cocroft","Phil. Mag,",
"EYTMYnikAh0J","Interoperating geographic information systems","MF Goodchildâ?¦",,1999
"-m1NUbmXOQAJ","Lipoic acid content of Escherichia coli and other microorganisms","AA Herbert, JR Guest","Archives of Microbiology,",1975
"xfilpHdWUiUJ","Some observations on Saint-Venant's principle.","BA Boley",,1957
"etPiwpNt9jkJ","A Sustainable World","TC Trzyna",,
"url:http://www.blackwell-synergy.com/links/doi/10.1111/j.0033-0124.1960.125_25.x/abs/","NEBRASKA, UNIVEHSITY oâ??","RU Charles, B Varney","Geography,",1959
"QEdjOfWRZUIJ","Building Clinical Information Spaces on the World Wide Web","P Wehr","Proceedings of the 23rd Annual SAS Users Group International &hellip;,",
"6HcDunM0lJYJ","Challenges for spoken dialog systems","JR Glass",,1999
"OlTTBKx2HnoJ","B Shapiro RM and Millstein RE, NSW Reliability Plan","S Mi",,
"nAFY1TjSVnoJ","The effects of task interruption and information presentation on individual decision making","C Speier, JS Valacich, I Vessey",,
"91aclF_THQwJ","A Mediator System for Model-based Information Integration","B LudÃ¤scher, A Gupta, M Martone","Int. Conf.",
"b7e8t-GtlYMJ","Query processing techniques in the summary-table-by-example database query language","G Ã?zsoyoÄ?lu, V Matos, M Ã?zsoyoÄ?lu","ACM Transactions on Database Systems (TODS),",1989
"uUvn4z2RRysJ","Equi-depth histogramsforestimatingselectivityfactorsfor multidimensional queries","M Muralikrishna, DJ DeWitt","Proc. ACM",
"naE3CW3OqcQJ","Ã¢â?¬ Å?Compiled-Directed Data Prefetching in Multiprocessors with Memory HierarchyÃ¢â?¬Â?","EH Gomish, ED Granston, AV Veidenbnum","Procs. of 17th ISCA,",
"6dUWeRNSehUJ","Experimental Astronomy","M Barbera, A Collura, A Dara, M Leone, FR Powell,  ",,1996
"FzQJ4sjA7cYJ","Responding to Journals in a Learning Process","TJ Fenwick","New Directions for Adult and Continuing Education,",2001
"kImwyek4LwAJ","Shifting Factors and the Ineffectiveness of Third Party Assurance Seals: A Two-Stage Model of  ","DH Mcknight, CJ Kacmar, V Choudhury","Electronic Markets,",2004
"wq4XV72UovkJ","Your wish is my command: Sanction-based obligations in a qualitative decision theory","G Boella, L van der Torre","Procs. of AAMAS 03",
"-4LGqwNiCHUJ","The across-breed EPD tables adjusted to a 1994 base","LD Van Vleck, LV Cundiff","Proc. BIF 28th Res. Symp., Birmingham, AL,",
"wcAf1m3HRAYJ","Work initiatives for welfare recipients: lessons from a multi-state experiment","JM Gueron",,1986
"vIVnb1ywtxIJ","Wen mei W. Hwu. Modular interprocedural pointer analysis using access paths","BC Cheng","Proc. ACM PLDI,",
"MMQJJCQZ4cwJ","Origin and evolution of Auchenorrhyncha (Homoptera) based upon fossil evidence","DE Shcherbakov","Proc. 28th Int. Congr. Entomol,",
"GEjyU8sjNbUJ","Overview of reverse engineering and reuse research","PAV Hall","Information and Software Technology,",1992
"U0jWdce8m34J","On power-law relationships of the Internet topology","C Faloutsous, P Faloutsous, C Faloutsous","Proceedings of ACM SIGCOMM,",
"2VDywjpBKAcJ","Mitigation of Denial of Service Attacks","J MÃ¶lsÃ¤",,
"4Cca6h2mOLoJ","Patterns of contact and communication in scientific collaboration","R Kraut, C Egido, J Galegher","Proc ACM CSCW,",
"6_hn2yDY7a4J","RADIATION HORMESIS","TD LUCKEY",,1991
"udJWHiL6auAJ","A critical evaluation of the diffusion of cost and management accounting innovations","D Askarany, M Smith",,
"Wvs-c5_X1-4J","Distribution of electrons in a substance after thermalization","AA Vorob'ev, AP Yalovets","At.",
"AES4p4AylKYJ","Support systems and community mental health","G Caplan","New York,",
"M9sKV4kPg9AJ","A query language for a homogeneous temporal database","SK Gadia, JH Vaishnav","Proceedings of the fourth ACM SIGACT-SIGMOD symposium on  &hellip;,",1985
"mcvg0-VoKkYJ","A unifying model of physical databases","DS Batory, CC Gotlieb","ACM Transactions on Database Systems,",1982
"_CsTI6SYZ_0J","Co-operating mobile agents for distributed parallel processing","RG Hercock, JC Collis, DT Ndumu","Agents. Washington. Seattle,",
"suRM3zI6_sUJ","ION CURRENT FLUCTUATIONS IN ARTIFICIAL ION TRACK PORES-POWER SPECTRUM AND GENERALIZED ENTROPY","A WOLF, Z SIWY, YE KORCHEV, N REBER, R SPOHR","CELLULAR AND MOLECULAR BIOLOGY LETTERS,",1999
"EAnU3sDkXAwJ","Monomial realization of crystal graphs for Uq (A (1) n)","JA Kim",,
"1J2ubL0l2UMJ","K: A High-Level Knowledge Base Programming Language for Advanced Database Applications","YM Shyy",,
"81tq2S0IGYcJ","Have you hugged an editor today?","R Raskin","PC Magazine,",
"mzFzhewxu1UJ","Anti-self dual Lagrangians II: Unbounded non self-adjoint operators and evolution equations,(2005)","N Ghoussoub, L Tzou",,
"tq4bpWYOcEEJ","Customer handling intermediate serverâ??an architecture-led project","G Mathieson","BT Technology Journal,",1997
